	ASGS	T1	T2	T4	P1	P2	P3
80	106021116	18.56	12.14	4.36	934.02	128.96	34.00
81	106021117	18.64	12.48	4.46	845.90	115.56	32.52
82	106021118	18.72	11.30	4.15	1042.39	139.50	41.62
83	106031122	18.62	10.96	4.06	1114.93	147.83	48.09
84	106031123	18.34	11.62	4.24	1062.02	145.93	39.83
85	106031124	18.20	11.01	3.89	1300.73	165.12	61.60
86	106031125	18.29	11.01	4.04	1190.02	156.01	54.84
87	106041126	17.88	13.47	4.91	665.11	105.28	28.63
88	106041127	17.07	13.19	4.96	716.74	114.44	31.79
89	106041128	17.55	13.80	5.04	681.19	110.85	31.38
90	106041129	16.00	12.82	4.97	777.59	126.22	35.28
91	107011130	18.32	8.28	3.17	1268.99	182.07	52.00
92	107011131	17.89	9.59	3.51	1253.97	179.53	48.64
93	107021135	15.88	11.09	4.17	1255.03	176.82	50.53
94	107031136	17.05	9.66	3.61	1416.18	203.20	56.61
95	107031140	16.52	9.35	3.57	1540.26	218.81	70.78
96	107041144	17.36	9.02	3.49	1373.24	198.91	57.82
97	107041147	16.91	9.67	3.81	1330.70	187.44	61.11
98	108011151	17.37	11.09	4.00	1228.98	172.02	50.86
99	108011153	17.99	11.36	3.89	1297.57	173.98	56.87
100	108021155	19.06	10.99	3.79	1263.27	165.28	32.08
101	108021156	17.98	12.21	4.16	1225.50	173.77	29.16
102	108021157	19.55	10.70	3.73	1435.63	197.06	40.75
103	108021159	18.50	12.13	4.13	1391.68	200.06	36.54
104	108041162	17.88	10.30	3.73	1444.47	204.74	42.06
105	108041165	16.46	11.26	4.01	1445.71	208.40	35.04
106	108041166	18.38	10.41	3.75	1360.98	190.36	37.32
107	108051167	15.66	11.27	4.34	1109.09	168.04	38.46
108	108051168	18.42	10.80	3.74	1313.34	185.43	41.48
109	108051169	18.56	11.36	3.89	1256.54	182.93	38.39
110	108051170	17.56	11.57	4.03	1239.26	183.17	36.40
111	109011172	15.83	12.81	5.65	740.60	86.59	43.23
112	109011174	15.73	13.43	5.78	702.18	79.88	40.94
113	109011175	15.00	12.67	5.70	722.90	80.66	43.04
114	109011176	15.55	13.00	5.74	726.85	84.15	43.09
115	109021177	17.89	13.76	5.77	346.61	36.27	19.34
116	109021178	18.16	13.76	5.36	277.16	29.98	13.60
117	109021179	18.45	14.06	5.66	301.77	32.67	17.49
118	109031180	16.06	14.25	5.82	546.86	57.48	28.10
119	109031181	16.69	14.00	5.96	482.46	50.10	27.52
120	109031182	16.70	13.59	5.63	384.06	36.35	19.87
121	109031183	16.79	13.66	5.59	377.29	37.45	19.53
122	109031184	15.94	13.59	5.47	393.69	40.20	19.34
123	109031185	17.01	13.93	5.88	409.62	39.91	22.24
124	110011186	13.96	12.38	4.80	787.44	132.22	37.25
125	110011187	13.87	12.31	4.77	866.88	140.31	35.09
126	110011188	14.23	13.28	5.06	806.91	131.72	35.18
127	110011189	13.74	12.26	4.66	1013.99	164.27	40.47
128	110021190	15.17	13.03	4.73	935.29	142.82	37.24
129	110021191	16.95	14.81	5.41	806.54	123.58	38.90
130	110021192	17.72	15.07	5.58	739.97	115.82	31.62
131	110021193	17.92	15.43	5.81	755.13	120.52	34.94
132	110021194	16.37	12.46	4.55	977.12	141.05	35.35
133	110031195	20.35	14.19	5.95	595.10	92.49	25.60
134	110031196	20.30	14.40	5.92	608.84	94.35	25.51
135	110031197	19.87	14.43	5.82	658.12	114.34	27.86
136	110031198	19.65	14.44	5.90	648.07	112.79	29.80
137	110041199	18.72	13.53	5.53	623.03	111.90	27.18
138	110041200	18.54	14.01	5.61	631.09	111.75	27.83
139	110041201	17.12	13.90	5.48	703.73	124.97	34.97
140	110041202	17.19	14.08	5.43	709.57	119.20	34.09
141	110041203	16.96	14.10	5.44	720.73	119.21	34.08
142	110041204	17.50	13.93	5.49	685.54	117.00	34.24
143	110041205	16.46	14.28	5.53	745.81	122.92	35.57
144	111021218	18.43	10.09	3.81	1125.49	155.15	44.58
145	111031223	18.77	10.91	4.07	1063.70	141.47	42.65
146	112011237	20.17	9.40	3.47	1808.47	255.59	41.66
147	112011238	20.03	9.29	3.42	1883.66	251.48	45.44
148	112011239	20.57	9.35	3.39	1886.57	253.26	46.05
149	112011241	20.96	10.59	3.69	1487.33	203.09	38.52
150	112011243	20.01	10.06	3.55	1863.23	269.33	44.20
151	112021244	20.35	13.00	4.17	1142.18	168.09	25.53
152	112021245	19.61	12.88	4.24	1129.01	168.33	26.76
153	112021247	18.55	11.70	4.04	1316.20	201.07	32.87
154	112021248	20.22	11.36	3.90	1474.47	195.03	33.93
155	112021249	19.95	11.20	3.85	1512.09	209.50	35.82
156	112031252	19.81	11.08	3.77	1708.55	266.04	37.98
157	112031253	20.34	10.04	3.53	1882.83	275.85	43.30
158	112031254	20.00	10.13	3.56	1902.80	302.53	41.95
159	112031255	20.33	9.93	3.52	1879.22	288.80	42.70
160	113011256	17.31	13.31	5.85	430.64	46.32	28.79
161	113011257	17.67	13.31	5.96	421.83	46.24	26.54
162	113011258	17.37	13.02	5.91	434.44	42.88	28.99
163	113011259	17.17	13.05	5.99	442.61	43.56	27.05
164	113021260	11.47	12.14	5.28	1113.86	134.50	61.45
165	113021261	15.28	14.38	5.80	828.96	92.89	42.19
166	113021262	11.62	12.52	5.40	1122.83	125.34	63.06
167	113031263	16.00	13.95	6.06	598.20	64.00	35.29
168	113031264	15.66	13.82	5.93	700.33	73.42	42.59
169	113031265	16.31	13.76	6.12	566.13	56.76	33.98
170	113031266	16.66	13.49	6.10	501.24	54.45	29.58
171	113031267	16.46	12.91	6.01	568.46	57.29	33.48
172	113031268	16.61	12.97	6.07	553.25	53.76	32.46
173	113031269	16.38	12.61	5.99	577.33	59.21	33.42
174	113031270	16.47	12.52	6.00	566.53	57.63	32.70
175	113031271	16.25	12.92	5.94	570.46	58.66	34.96
176	114011272	16.66	10.29	3.79	1392.32	194.38	66.43
177	114011274	17.89	9.14	3.34	1196.41	147.06	55.90
178	114011275	15.96	11.12	4.15	1069.34	137.18	50.68
179	114011277	17.29	10.46	3.74	1190.71	158.35	57.02
180	114011278	17.72	9.94	3.54	1125.92	142.51	52.22
181	114011281	17.25	9.95	3.64	1174.30	146.13	58.54
182	114011282	17.21	9.30	3.48	1272.84	161.06	54.68
183	114011283	16.82	9.86	3.65	1196.56	150.62	48.55
184	114021284	13.93	11.78	4.59	995.12	131.68	47.26
185	114021285	14.85	11.93	4.53	964.48	127.53	40.61
186	114021286	14.32	11.62	4.49	1036.56	139.44	45.93
187	114021287	14.00	11.95	4.64	979.40	129.97	45.76
188	114021288	14.39	10.98	4.29	1376.54	201.22	59.79
189	114021289	14.46	12.44	4.77	862.62	112.16	39.46
190	115021298	17.75	11.11	4.10	1130.65	154.57	47.32
191	115031299	17.10	12.03	4.51	946.48	143.09	38.83
192	115031300	18.13	12.81	4.64	892.53	135.38	37.68
193	115041301	18.25	12.48	4.50	902.64	134.28	39.25
194	115041302	18.24	12.14	4.37	932.26	137.23	40.80
195	116021312	18.26	12.50	4.48	879.30	132.42	36.77
196	117031336	18.48	9.31	3.70	1212.44	151.81	62.55
197	118011346	18.60	9.09	3.59	1293.64	164.13	68.29
198	119021365	18.31	10.24	3.95	1059.18	135.38	50.38
199	120031396	18.26	10.63	4.02	1072.89	142.34	50.94
200	122021420	18.51	9.66	3.69	1301.52	165.90	64.82
201	122021421	18.37	10.08	3.80	1259.85	163.67	60.56
202	123011433	17.61	13.11	4.64	763.87	104.02	31.67
203	123011434	17.64	12.85	4.58	779.98	106.78	31.97
204	123021436	17.30	11.52	4.27	941.09	126.90	44.21
205	123021438	17.65	12.18	4.43	835.57	115.92	34.60
206	123031445	16.17	12.47	4.54	947.04	129.01	37.89
207	123031446	17.02	12.08	4.39	947.62	128.21	42.22
208	123031447	15.94	12.85	4.70	874.94	118.55	35.10
209	123031448	16.13	12.96	4.77	883.04	123.02	34.29
210	124011449	14.27	11.65	4.89	943.99	137.67	39.16
211	124011451	14.84	11.35	4.67	1123.99	173.14	43.31
212	124021456	15.93	13.01	4.91	845.21	121.36	33.05
213	124031458	17.99	12.93	4.61	880.34	136.34	34.76
214	124031463	17.94	12.81	4.53	816.70	123.30	30.55
215	124031465	17.49	13.25	4.71	813.08	120.09	29.36
216	124041466	18.23	13.11	4.71	864.38	134.33	35.65
217	124041467	18.27	12.82	4.60	862.67	132.14	35.63
218	124041468	18.23	12.96	4.63	856.09	132.61	34.74
219	125041492	18.23	11.35	4.18	996.57	139.51	45.58
220	127011505	17.86	12.75	4.53	798.92	116.87	30.24
221	127011506	17.69	12.66	4.53	799.05	112.85	31.11
222	127021518	17.99	12.16	4.36	850.92	124.45	33.48
223	201011001	13.03	11.22	4.42	637.89	65.65	35.22
224	201011002	12.98	11.01	4.39	654.32	67.09	36.55
225	201011003	12.68	10.67	4.38	707.20	74.13	38.62
226	201011005	12.77	10.51	4.22	690.58	71.65	40.35
227	201011006	12.99	11.05	4.37	646.19	66.14	36.65
228	201011007	13.01	11.02	4.33	646.05	65.73	37.62
229	201011008	13.09	11.44	4.52	631.94	65.68	33.64
230	201021009	13.23	11.42	4.27	660.63	74.11	38.93
231	201021010	13.23	11.95	4.70	643.14	71.05	32.25
232	201021011	12.44	11.50	4.66	793.80	95.56	36.52
233	201021012	12.39	10.43	4.25	764.63	84.55	42.36
234	201031013	14.36	12.41	4.81	534.34	61.41	25.36
235	201031014	13.21	11.34	4.41	626.30	65.44	34.34
236	201031015	13.50	11.10	4.16	617.64	64.49	37.15
237	201031016	14.82	12.88	4.97	498.33	54.06	23.45
238	201031017	14.56	13.01	4.94	519.36	56.55	24.73
239	202011020	15.17	12.57	5.16	516.84	56.20	24.08
240	202011021	14.76	12.50	5.14	562.87	62.40	25.58
241	202011023	15.28	12.76	5.16	492.74	52.99	23.63
242	202011025	15.49	12.73	5.20	476.85	50.76	22.90
243	202021026	14.91	12.86	5.10	528.29	57.41	24.49
244	202021027	13.96	13.14	5.00	620.93	70.99	28.19
245	202021028	13.90	12.72	4.98	623.34	71.18	28.46
246	202021029	14.58	12.68	5.07	571.12	63.83	26.88
247	202021030	12.70	12.06	4.79	751.71	94.43	35.53
248	202021031	11.91	10.96	4.52	852.51	96.88	44.57
249	202031032	15.60	12.85	5.22	460.77	48.52	22.64
250	202031033	16.12	13.20	5.25	408.02	42.15	22.28
251	203011034	14.78	10.54	3.79	517.35	58.00	30.89
252	203011035	13.86	10.95	3.99	583.58	64.44	35.39
253	203011036	14.24	9.58	3.54	667.47	71.55	36.93
254	203021038	15.02	10.39	3.79	500.48	54.90	31.71
255	203021040	14.92	10.20	3.74	517.59	56.64	32.23
256	203021041	14.95	9.43	3.56	549.62	56.80	35.39
257	203021042	14.84	9.67	3.61	548.69	58.23	34.45
258	203021043	14.80	11.10	3.96	501.34	57.66	31.51
259	203021044	15.05	9.12	3.55	541.07	52.40	36.59
260	203021047	15.07	10.21	3.74	502.03	54.48	31.86
261	203031048	14.89	8.72	3.52	570.32	54.54	35.80
262	203031049	12.96	8.38	3.42	954.72	103.21	50.43
263	203031050	14.99	8.65	3.45	568.45	55.01	36.96
264	203031051	14.88	8.66	3.55	584.95	55.13	35.39
265	203031052	14.91	8.23	3.42	591.80	56.98	35.36
266	203031053	14.84	8.94	3.43	598.18	60.30	38.12
267	204011054	13.34	11.75	4.77	964.31	121.99	42.50
268	204011055	14.79	12.77	5.26	671.44	78.07	34.28
269	204011056	13.85	11.80	4.72	671.36	73.34	36.83
270	204011057	12.59	11.89	4.87	1017.64	127.82	49.42
271	204011058	14.65	12.67	5.14	630.26	70.45	31.48
272	204011059	14.45	12.62	5.05	640.62	73.20	32.52
273	204011060	13.87	12.29	4.90	648.49	78.46	31.92
274	204011062	13.53	11.44	4.69	873.09	102.31	41.77
275	204021063	15.27	13.66	5.42	711.43	82.07	37.23
276	204021064	14.11	12.91	5.34	834.09	101.57	41.87
277	204021065	15.95	14.33	5.81	558.27	58.55	28.83
278	204021066	15.55	14.18	5.64	637.02	67.09	32.03
279	204021067	13.49	13.06	5.29	1033.80	129.24	51.85
280	204031068	12.62	11.44	5.46	1142.27	141.50	52.90
281	204031069	12.06	11.74	5.08	1330.31	174.48	61.16
282	204031070	15.25	13.93	5.76	689.98	75.66	37.95
283	204031071	14.04	13.67	5.37	1074.84	137.09	50.96
284	204031072	12.46	12.06	5.20	1184.71	156.35	56.37
285	204031073	15.30	13.39	5.75	742.48	83.99	41.76
286	204031074	15.43	12.97	5.66	802.54	93.55	44.01
287	204031075	14.75	12.92	5.49	961.89	116.56	49.85
288	205011076	14.15	10.83	3.87	935.46	95.53	53.08
289	205011077	13.28	10.47	4.02	1044.73	111.61	57.78
290	205011078	13.28	9.77	3.82	981.75	99.55	52.00
291	205011079	14.01	10.40	3.81	936.63	95.67	50.71
292	205021081	15.20	11.16	3.72	651.14	74.23	40.76
293	205021082	12.94	11.90	4.41	797.22	84.56	50.04
294	205021084	15.28	10.12	3.46	687.04	73.86	41.97
295	205021085	12.82	10.87	4.13	932.53	101.57	59.50
296	205021086	15.20	10.74	3.61	622.50	68.74	39.64
297	205031087	14.21	9.08	3.49	950.22	102.25	40.56
298	205031088	14.81	9.47	3.68	796.74	79.62	43.64
299	205031089	13.90	9.67	3.66	993.99	102.04	49.35
300	205031090	14.05	9.86	3.69	943.31	99.70	45.10
301	205031091	15.03	8.24	3.41	785.66	80.87	38.74
302	205031093	14.57	9.45	3.53	877.57	91.11	43.09
303	205041094	13.13	9.79	3.87	954.96	99.66	48.14
304	205041095	14.22	10.38	3.91	811.05	84.06	44.65
305	205041097	14.62	10.95	3.96	659.78	66.19	36.85
306	205041098	14.10	10.42	3.94	794.88	78.85	44.06
307	205051099	10.62	10.42	4.65	1093.30	121.39	57.68
308	205051100	14.89	10.75	3.74	591.41	62.72	36.94
309	205051101	14.54	11.51	4.03	655.21	70.27	39.99
310	205051102	14.32	10.64	3.90	662.42	66.47	37.84
311	205051103	15.00	11.29	3.95	557.13	59.94	34.97
312	205051104	14.25	9.64	3.64	735.56	72.68	40.77
313	206041119	15.64	10.08	3.92	610.66	64.25	40.56
314	206061136	15.58	9.85	3.87	622.71	65.06	41.34
315	207011150	15.35	9.96	3.91	684.87	70.46	44.71
316	207011151	15.54	10.09	3.93	638.53	66.59	42.07
317	208031186	15.36	9.71	3.84	676.48	64.04	44.62
318	209031211	12.68	9.61	4.31	1109.68	122.28	56.72
319	209031212	13.94	10.57	4.26	863.59	89.68	50.35
320	209031213	14.74	10.76	4.19	701.58	72.30	46.17
321	209031214	14.84	10.69	4.11	760.78	75.91	47.33
322	209041218	14.59	10.76	4.22	650.20	68.13	44.06
323	209041224	13.06	10.59	4.52	837.58	90.80	46.64
324	209041225	13.82	10.72	4.36	753.96	76.69	47.42
325	210011227	15.27	10.41	4.03	576.25	62.47	38.72
326	210021232	12.97	11.42	4.39	685.65	72.01	41.08
327	210021234	12.79	11.13	4.44	711.15	72.36	41.43
328	210021235	12.79	11.19	4.56	723.95	77.41	39.24
329	210041240	14.05	11.43	4.37	567.14	60.37	36.40
330	210041241	13.87	11.31	4.31	588.26	63.73	37.81
331	210051244	14.30	10.97	4.29	589.19	62.43	39.14
332	210051245	14.93	10.75	4.15	577.99	63.04	38.57
333	210051246	14.60	11.01	4.22	560.78	61.38	37.13
334	211011255	14.83	10.16	3.93	826.21	78.20	52.97
335	211051274	14.44	10.07	3.93	898.48	85.59	55.81
336	211051276	13.95	10.86	4.16	1028.86	114.88	55.91
337	211051278	14.57	10.96	4.08	881.19	91.29	51.59
338	211051279	13.93	10.30	3.98	1031.12	104.17	60.07
339	211051282	13.66	9.70	3.97	1059.23	106.87	61.81
340	211051285	14.23	10.75	4.03	971.25	100.88	55.90
341	211051286	12.61	9.91	4.13	1274.89	142.03	63.74
342	212011288	14.40	10.96	3.91	898.55	90.49	53.44
343	212011289	13.80	10.34	3.96	1040.23	103.44	60.94
344	212011290	14.70	10.56	3.83	814.32	79.26	47.84
345	212011292	14.64	10.76	3.96	814.63	79.27	50.54
346	212021293	14.53	10.11	3.93	858.29	81.17	53.64
347	212021299	14.76	10.19	3.93	822.58	77.79	52.45
348	212031300	14.93	9.95	3.89	752.67	71.34	47.74
349	212031302	14.92	10.18	3.92	758.99	72.34	48.60
350	212031303	14.84	10.22	3.92	757.82	72.40	46.95
351	212031308	14.94	10.14	3.87	744.43	71.34	44.86
352	212051324	15.10	9.79	3.89	735.32	73.80	47.78
353	213021343	15.37	10.33	3.97	541.66	58.10	36.82
354	213041353	14.24	12.45	4.36	526.76	58.75	33.56
355	213041355	14.77	11.38	4.21	510.96	57.58	33.48
356	213041356	14.19	11.84	4.32	534.55	59.87	34.19
357	213041357	14.74	12.00	4.26	482.36	54.57	31.33
358	213041358	14.53	12.21	4.33	487.78	55.97	31.29
359	213041359	14.84	11.44	4.20	498.67	55.80	32.91
360	213051366	15.13	10.82	4.08	513.27	55.45	34.95
361	213051367	15.02	10.97	4.02	487.86	51.64	33.68
362	213051369	14.86	11.41	4.12	490.61	53.23	33.18
363	214011370	15.20	9.62	3.84	709.50	67.46	45.46
364	214011374	15.04	9.41	3.81	742.98	72.21	45.85
365	214011376	15.04	9.71	3.86	735.73	69.81	46.75
366	214021377	14.67	7.66	3.44	833.24	84.73	42.49
367	214021378	14.77	7.43	3.31	800.70	82.04	40.25
368	214021379	15.15	8.57	3.57	763.26	77.28	40.68
369	214021381	15.19	8.81	3.72	734.36	73.82	43.29
370	214021382	15.22	8.27	3.55	737.69	74.46	40.43
371	214021385	15.09	9.04	3.74	747.90	74.69	44.08
372	215011386	13.89	11.76	4.40	560.64	62.03	28.71
373	215011387	13.86	11.52	4.21	554.20	61.19	28.52
374	215011388	15.17	13.30	4.76	425.42	49.45	20.48
375	215011389	15.03	13.25	4.72	442.06	53.07	19.65
376	215011390	15.90	14.18	4.82	359.31	42.82	16.23
377	215011391	15.29	12.93	4.98	458.40	56.86	21.03
378	215011392	14.79	12.32	4.65	507.32	59.69	23.64
379	215011393	14.65	13.09	4.37	489.85	61.25	18.47
380	215011394	16.28	13.84	5.07	359.18	44.33	16.95
381	215021395	17.89	13.82	5.36	294.17	30.83	14.41
382	215021396	18.00	13.83	5.36	280.49	30.79	13.20
383	215021397	17.88	13.86	5.37	289.07	30.71	13.79
384	215021398	17.10	14.25	5.13	312.36	34.71	15.08
385	215021399	17.81	13.99	5.37	296.12	31.19	14.21
386	215031400	16.23	13.71	5.20	367.08	42.26	18.62
387	215031401	16.76	13.52	5.35	368.38	38.97	19.96
388	215031402	16.81	13.37	5.31	372.25	38.96	20.67
389	215031403	17.57	14.30	5.51	317.45	32.44	17.09
390	215031404	17.15	13.41	5.26	351.23	38.70	18.05
391	215031405	17.16	13.86	5.34	338.62	36.17	17.77
392	216011406	15.94	13.41	5.40	403.94	41.29	19.66
393	216011407	15.73	13.36	5.38	422.92	42.00	20.93
